BibliographyType,ISBN,Identifier,Author,Title,Journal,Volume,Number,Month,Pages,Year,Address,Note,URL,Booktitle,Chapter,Edition,Series,Editor,Publisher,ReportType,Howpublished,Institution,Organizations,School,Annote,Custom1,Custom2,Custom3,Custom4,Custom5
7,"","HAO2012465","Hao, Wu; Guoqing, Wu","On the Concept of Trusted Computing and Software Watermarking: A Computational Complexity Treatise","Physics Procedia",25,,"","465 - 474",2012,"","International Conference on Solid State Devices and Materials Science, April 1-2, 2012, Macao","http://www.sciencedirect.com/science/article/pii/S1875389212005287","","","","","","","","","","","","","Trusted computing is a new requirement of information security, after the successful modern cryptography. Although there are many developments of methods and techniques to address on the problems of trusted computing, the lack of rigorous theoretic treatment makes it hard to give further mathematical treatment. In this paper, we develop theory and concepts of trusted computing founded on computational complexity, which analogies to modern cryptography and find close connections between trusted computing and one way functions, one of the pillars of the modern cryptography. After that, we reveal that trusted computing has a subtle but deep relation with software watermarking, that concept can be found on the concept of trusted computing.","","Trusted computing, Trust measurement, one way function, software watermarking","",""
7,"","CHEN20164758","Chen, Ming; Yang, Yongshuang; Zhang, Qiuwen; Zhao, Xiaoxin; Huang, Xinpeng; Gan, Yong","Low complexity depth mode decision for HEVC-based 3D video coding","Optik",127,11,"","4758 - 4767",2016,"","","http://www.sciencedirect.com/science/article/pii/S003040261630047X","","","","","","","","","","","","","The emerging international standard high efficiency video coding (HEVC) based 3D video coding (3D-HEVC) was recently standardized by the Joint Collaborative Team on 3D video coding (JCT-3V) as an extension of HEVC for coding the multi-view video plus depth content. In test model of 3D-HEVC, new depth inter and intra modes including disparity estimation (DE), depth modeling modes (DMM) and region boundary Chain coding (RBC) are exploited for depth map coding. These new inter and intra modes achieve the highest possible coding efficiency, but it results in extremely large encoding time which obstructs 3D-HEVC from practical application. In this paper, we propose a low complexity depth mode decision algorithm for both inter and intra prediction to reduce the computational complexity of 3D-HEVC. The basic idea of the proposed algorithm is to utilize the depth map changes characteristic to predict the current depth treeblock prediction mode and early skip unnecessary inter and intra modes, such as DE, DMM and RBC. Experimental results show that the proposed low complexity algorithm can reduce the encoding time by up to 35% for 3D-HEVC mode decision, with negligible loss of rate-distortion (RD) performance.","","3D-HEVC, Depth map coding, Mode decision","",""
7,"","OUDJANI2018484","Oudjani, Brahim; Tebbikh, Hicham; Doghmane, Noureddine","Modification of extrinsic information for parallel concatenated Gallager/Convolutional code to improve performance/complexity trade-offs","AEU - International Journal of Electronics and Communications",83,,"","484 - 491",2018,"","","http://www.sciencedirect.com/science/article/pii/S1434841117309883","","","","","","","","","","","","","To benefit the properties of both Low-Density Parity-Check (LDPC) and Turbo Convolutional Codes (TCC), we propose a practical concatenated Gallager/Convolutional code in a turbo coding way. The modified code creates a balance between the advantages and the disadvantages of LDPC and TCC in terms of the overall complexity and latency. This will be done through two different component SISO decoders; LDPC and convolutional code of the same rate 1/2 without interleaver. Since the two SISO decoders are different in nature, they exchange extrinsic information that will be easily adapted to each other. The study of computation complexity and decoding performance over an AWGN channel indicates that such approach leads to excellent performance because of several factors. The proposed approach achieves a trade-off between waterfall and error floor regions. It reduces complexity decoding compared to TCC and 3D - TCC. It provides a better coding gain over LDPC and PCGC (Parallel Concatenated Gallager Codes). These features will ensure optimal outcomes and cost-performance ratio, and thus, this trend can be the best choice for today's communication systems.","","Computation complexity, Convolutional code, Extrinsic information, LDPC, Parallel concatenation, Turbo code","",""
7,"","MOHAMED2013497","Mohamed, Noraini; Sulaiman, Raja Fitriyah Raja; Endut, Wan Rohana Wan","The Use of Cyclomatic Complexity Metrics in Programming Performance's Assessment","Procedia - Social and Behavioral Sciences",90,,"","497 - 503",2013,"","6th International Conference on University Learning and Teaching (InCULT 2012)","http://www.sciencedirect.com/science/article/pii/S1877042813020077","","","","","","","","","","","","","Programming course is usually difficult and complex as taken from a student's point of view. Complexity of a programming code may be determined by the number of linearly independent path of its source code. This paper will be discussing the consistencies of the complexity of the code supposedly produced by students based on the programming questions found in the programming assessment throughout a semester of studies. The comparisons of the level of complexity and the students’ grade for various assessments materials are done. Based on this a relationship is observed and the conclusion is drawn on whether the consistencies in producing a certain pattern of expected complexity of a programming code has an effect on students performance.","","Cyclomatic Complexity, programming, performance assessment","",""
7,"","VAHIDOV201750","Vahidov, Rustam; Saade, Raafat; Yu, Bo","The effects of interplay between negotiation tactics and task complexity in software agent to human negotiations","Electronic Commerce Research and Applications",26,,"","50 - 61",2017,"","","http://www.sciencedirect.com/science/article/pii/S1567422317300789","","","","","","","","","","","","","Modern networked business environment enables design of flexible and effective mechanisms of exchange between economic parties. Online negotiations allow geographically and temporally separated participants to engage in exchange of offers in search for acceptable agreements. The digital medium enables development of software agents, which can assist with negotiation tasks while saving time and human effort. The current paper investigates the prospects of utilizing software agents in negotiations with the human counterparts. It presents the findings from experiment where human subjects acted as buyers negotiating with software agent sellers over a mobile phone plan. An electronic negotiation system incorporating software agents was used in the experiment. The agents employed various concession-making schedules while engaging in negotiation tasks involving one of two complexity levels. Negotiation task complexity was manipulated using different number of issues involved in the negotiations. Subjects were recruited among university students. Negotiations between the subjects and agents took place during a two-day period in an asynchronous mode through the web. The findings suggest that interaction between negotiation task complexity and negotiation tactic has significant effects on negotiation outcomes and subjective assessments by the human participants. In particular, task complexity had a higher impact on the agreement rate when agents employed a competitive tactic vs. when they used a conceding one.","","Concession-making, Electronic negotiations, Experimental studies, Mechanism design, Multi-issue negotiations, Negotiations, Software agents","",""
5,"","HANNA2017515","Hanna, R.; Karlan, D.","Chapter 7 - Designing Social Protection Programs: Using Theory and Experimentation to Understand How to Help Combat Poverty","",2,,"","515 - 553",2017,"","","http://www.sciencedirect.com/science/article/pii/S2214658X16300022","Handbook of Economic Field Experiments","","","Handbook of Economic Field Experiments","Banerjee, Abhijit Vinayak; Duflo, Esther","North-Holland","","","","","","","“Antipoverty” programs come in many varieties, ranging from multifaceted, complex programs to more simple cash transfers. Articulating and understanding the root problem motivating government and nongovernmental organization intervention are critical for choosing among many antipoverty policies or combinations thereof. Policies should differ depending on whether the underlying problem is about uninsured shocks, liquidity constraints, information failures, or some combination of all of the above. Experimental designs and thoughtful data collection can help diagnose the root problems better, thus providing better predictions for what antipoverty programs to employ in specific conditions and contexts. However, the more complex theories are likewise more challenging to test, requiring larger samples, and often more nuanced experimental designs, as well as detailed data on many aspects of household and community behavior and outcomes. We provide guidance on these design and testing issues for social protection programs, from how to target programs, to who should implement the program, and to whether and what conditions to require for program participation. In short, careful experimentation-designed testing can help provide a stronger conceptual understanding of why programs do or not work, thereby allowing one to ultimately make stronger policy prescriptions that further the goal of poverty reduction.","","Social protection, Development, Antipoverty, O10, O12, H53","",""
7,"","DASILVA2015527","da Silva, Ivonei Freitas; da Mota Silveira Neto, Paulo Anselmo; O’Leary, Pádraig; de Almeida, Eduardo Santana; de Lemos Meira, Silvio Romero","Using a multi-method approach to understand Agile software product lines","Information and Software Technology",57,,"","527 - 542",2015,"","","http://www.sciencedirect.com/science/article/pii/S0950584914001438","","","","","","","","","","","","","Context
 Software product lines (SPLs) and Agile are approaches that share similar objectives. The main difference is the way in which these objectives are met. Typically evidence on what activities of Agile and SPL can be combined and how they can be integrated stems from different research methods performed separately. The generalizability of this evidence is low, as the research topic is still relatively new and previous studies have been conducted using only one research method.
 Objective
 This study aims to increase understanding of Agile SPL and improve the generalizability of the identified evidence through the use of a multi-method approach.
 Method
 Our multi-method research combines three complementary methods (Mapping Study, Case Study and Expert Opinion) to consolidate the evidence.
 Results
 This combination results in 23 findings that provide evidence on how Agile and SPL could be combined.
 Conclusion
 Although multi-method research is time consuming and requires a high degree of effort to plan, design, and perform, it helps to increase the understanding on Agile SPL and leads to more generalizable evidence. The findings confirm a synergy between Agile and SPL and serve to improve the body of evidence in Agile SPL. When researchers and practitioners develop new Agile SPL approaches, it will be important to consider these synergies.","","Agile, Software product lines, Multi-method approach, Case study, Mapping study, Expert opinion","",""
7,"","YUSHCHENKO2017538","Yushchenko, Alisa; Patel, Martin Kumar","Cost-effectiveness of energy efficiency programs: How to better understand and improve from multiple stakeholder perspectives?","Energy Policy",108,,"","538 - 550",2017,"","","http://www.sciencedirect.com/science/article/pii/S0301421517303695","","","","","","","","","","","","","Cost-effectiveness analysis is one of the core elements of energy efficiency program evaluation, having important impact on energy policy, program design and budget allocation. In this context two questions arise. How to evaluate cost-effectiveness of energy efficiency programs in a more comprehensive manner? And how to improve the programs’ cost-effectiveness? We evaluate the cost-effectiveness of energy efficiency programs in Switzerland, based on three electricity-saving programs in Geneva. We review the existing practices of cost-effectiveness analysis and propose a somewhat modified methodology that allows considering perspectives of the following stakeholders: program participants, energy consumers, program administrator, utility, geographic jurisdiction territory and society as a whole. We also analyze the cost breakdown of energy efficiency programs and its evolution over time. We find that energy efficiency programs can contribute to energy efficiency target achievement while having positive economic and social impacts, including increased GDP and employment. However, energy efficiency programs can potentially lead to increased energy tariffs and higher costs for utilities. As policy recommendations for increasing cost-effectiveness of energy efficiency programs we propose a larger scale of energy efficiency programs, focus on education and training as well as on the development of long-term relationships with program participants and contractors.","","Energy efficiency programs, Cost-effectiveness, Stakeholders, GDP, Employment","",""
7,"","GUO201355","Yi-jun, G. U. O.; Jian-jun, H. A. O.; Guang-xin, Y. U. E.","Reduce the decoding complexity: segment linear network coding","The Journal of China Universities of Posts and Telecommunications",20,6,"","55 - 61",2013,"","","http://www.sciencedirect.com/science/article/pii/S1005888513601090","","","","","","","","","","","","","The throughput gain obtained by linear network coding (LNC) grows as the generation size increases, while the decoding complexity also grows exponentially. High decoding complexity makes the decoder to be the bottleneck for high speed and large data transmissions. In order to reduce the decoding complexity of network coding, a segment linear network coding (SLNC) scheme is proposed. SLNC provides a general coding structure for the generation-based network coding. By dividing a generation into several segments and restraining the coding coefficients of the symbols within the same segment, SLNC splits a high-rank matrix inversion into several low-rank matrix inversions, therefore reduces the decoding complexity dramatically. In addition, two coefficient selection strategies are proposed for both centrally controlled networks and distributed networks respectively. The theoretical analysis and simulation results prove that SLNC achieves a fairly low decoding complexity at a cost of rarely few extra transmissions.","","SLNC, generation-based network coding, random LNC, decoding complexity, extra transmission cost","",""
7,"","QIAN201756","Qian, Jianping; Du, Xiaowei; Zhang, Baoyan; Fan, Beilei; Yang, Xinting","Optimization of QR code readability in movement state using response surface methodology for implementing continuous chain traceability","Computers and Electronics in Agriculture",139,,"","56 - 64",2017,"","","http://www.sciencedirect.com/science/article/pii/S0168169916302095","","","","","","","","","","","","","Logistics and storage is the main processing for agro-food supply chain. Because of disconnection information between the two processing, it is difficult to trace continuously. An intelligent conveyer belt provides an effective method to associate storage and logistics by QR code scanning and information recording. Improving the QR code readability in movement state is the core of implementing continuous chain traceability with this belt. In this paper, a intelligent conveyer belt including automatic conveyer unit, barcode scanning unit, fault remove unit and control display unit was designed. Four factors affected QR readability were selected and the value range was confirmed, which was reading distance, code size, coded characters and belt moving speed. Based on the belt, an Central Composite Inscribed (CCI) experiment of four factors with five levels was designed using Response Surface Methodology (RSM) to obtain the optimal reading parameters. The result shows that the main factors of reading distance, belt moving speed and the interaction between reading distance and code size have the significant effect on QR code readability. Under the optimization condition of 141.45mm reading distance, 34.58mm code size, 100 bytes coded characters and 2.98m/min belt moving speed, the average value of QR code readability was 95%. With the optimization parameters, the intelligent conveyer belt was used in an apple marketing enterprise. The result shows that the continuous traceability between storage and logistic can be implemented with the extended breadth, deepened depth and improved precision.","","QR code, Traceability, Response surface methodology, Barcode readability, Optimization","",""
7,"","BAILLOT201656","Baillot, Patrick; Lago, Ugo Dal","Higher-order interpretations and program complexity","Information and Computation",248,,"","56 - 81",2016,"","Development on Implicit Computational Complexity (DICE 2013)","http://www.sciencedirect.com/science/article/pii/S0890540115001388","","","","","","","","","","","","","Polynomial interpretations and their generalizations like quasi-interpretations have been used in the setting of first-order functional languages to design criteria ensuring statically some complexity bounds on programs [10]. This fits in the area of implicit computational complexity, which aims at giving machine-free characterizations of complexity classes. In this paper, we extend this approach to the higher-order setting. For that we consider simply-typed term rewriting systems [35], we define higher-order polynomial interpretations for them, and we give a criterion ensuring that a program can be executed in polynomial time. In order to obtain a criterion flexible enough to validate interesting programs using higher-order primitives, we introduce a notion of polynomial quasi-interpretations, coupled with a simple termination criterion based on linear types and path-like orders.","","Implicit computational complexity, Term rewriting systems, Type systems, Lambda-calculus","",""
7,"","KANG2012569","Kang, Li-Wei; Lu, Chun-Shien; Lin, Chih-Yang","Low-complexity video coding via power–rate–distortion optimization","Journal of Visual Communication and Image Representation",23,3,"","569 - 585",2012,"","","http://www.sciencedirect.com/science/article/pii/S1047320312000326","","","","","","","","","","","","","Wireless multimedia sensor networks (WMSNs) have been potentially applicable for several emerging applications. The resources, i.e., power and bandwidth available to visual sensors in a WMSN are, however, very limited. Hence, it is important but challenging to achieve efficient resource allocation and optimal video data compression while maximizing the overall network lifetime. In this paper, a power–rate–distortion (PRD) optimized resource-scalable low-complexity multiview video encoding scheme is proposed. In our video encoder, both the temporal and interview information can be exploited based on the comparisons of extracted media hashes without performing motion and disparity estimations, which are known to be time-consuming. We present a PRD model to characterize the relationship between the available resources and the RD performance of our encoder. More specifically, an RD function in terms of the percentages for different coding modes of blocks and the target bit rate under the available resource constraints is derived for optimal coding mode decision. The major goal here is to design a PRD model to optimize a “motion estimation-free” low-complexity video encoder for applications with resource-limited devices, instead of designing a general-purpose video codec to compete compression performance against current compression standards (e.g., H.264/AVC). Analytic results verify the accuracy of our PRD model, which can provide a theoretical guideline for performance optimization under limited resource constraints. Simulation results on joint RD performance and power consumption (measured in terms of encoding time) demonstrate the applicability of our video coding scheme for WMSNs.","","Hash, Low-complexity video coding, Motion estimation, Rate–distortion, Power–rate–distortion optimization, Multiview video coding, Wireless multimedia sensor networks, Low-power and power-aware video coding","",""
7,"","LEUTHOLD201157","Leuthold, Hartmut; Schröter, Hannes","Motor programming of finger sequences of different complexity","Biological Psychology",86,1,"","57 - 64",2011,"","","http://www.sciencedirect.com/science/article/pii/S030105111000270X","","","","","","","","","","","","","In a response precuing task, we used behavioral and electrophysiological measures – Contingent Negative Variation (CNV) and the readiness potential (RP) – to investigate the programming of three-element response sequences of different complexity. Precuing effects on foreperiod CNV and RT indicated the use of advance information about response hand and response sequence. Crucially, with advance information about both hand and sequence, heterogeneous response sequences (e.g., 1→2→2) elicited larger foreperiod CNV activity over medial motor areas than homogeneous response sequences (e.g., 1→2→3), whereas CNV activity over lateral motor areas was not influenced by sequence complexity. It was only before response execution that lateral but not medial RP activity was stronger for heterogeneous than homogeneous response sequences. Both behavioral and electrophysiological measures indicated finger-order dependent influences on the duration of on-line response programming during response execution.","","Response sequence complexity, Response precuing, Motor programming, Contingent negative variation, Readiness potential","",""
7,"","REIN201558","Rein, Stephan A.; Fitzek, Frank H. P.; Gühmann, Clemens; Sikora, Thomas","Evaluation of the wavelet image two-line coder: A low complexity scheme for image compression","Signal Processing: Image Communication",37,,"","58 - 74",2015,"","","http://www.sciencedirect.com/science/article/pii/S0923596515001150","","","","","","","","","","","","","This paper introduces the wavelet image two-line (Wi2l) coding algorithm for low complexity compression of images. The algorithm recursively encodes an image backwards reading only two lines of a wavelet subband, which are read in blocks of 512 bytes from flash memory. It thus only requires very little memory, i.e., a memory array for two wavelet subband lines, an array to store intermediate tree level data, and an array for writing binary data. A picture of 256×256 pixels would require 1152 bytes of memory. Computation time for the coding is derived analytically and measured on a real system. The times on a low-cost microcontroller for 256×256 grayscale pictures are measured as 0.25–0.6s for encoding and 0.22–0.77s for decoding. The algorithm can thus realize a low complexity system for compression of images when combined with a customized scheme for the wavelet transform; low complexity here refers to low memory, minimum write access to flash memory, usage of integer operations only, and low conceptual complexity (ease of implementation). As demonstrated in this paper, a compression performance similar to JPEG 2000 and the more recent Google WebP picture compression is achieved. The compression system uses flash memory (SD or MMC card) and a small camera sensor thus building an image communication system. It is also suitable for mobile devices or satellite communication. The underlying C source code is made publicly available.","","Wavelet image two-line coder (Wi2l), Set-partitioning in hierarchical trees (SPIHT), Backward coding of wavelet trees (BCWT), Fractional wavelet filter, Fixed-point wavelet transform, Camera sensor node","",""
7,"","HENDRAWAN2015597","Hendrawan, Rully Agus; Maruyama, Katsuhisa","Visualizing Time-based Weighted Coupling Using Particle Swarm Optimization to Aid Program Comprehension","Procedia Computer Science",72,,"","597 - 604",2015,"","The Third Information Systems International Conference 2015","http://www.sciencedirect.com/science/article/pii/S1877050915036297","","","","","","","","","","","","","By knowing software coupling, developers can get better view of the software quality and improve their productivity in development and maintenance. This paper presents a method to visualize coupling network that are often very complex, using heuristic approach based on particle swarming optimization. Each node is placed randomly and assigned with initial speed. Node that are coupled together will be attracted each other and trying to get closer until they reach a particular distance. This distance is determined from the coupling value of two nodes. A closely related nodes will move closer until reaching a short distance. On each iteration, node position is dynamically updated based on attraction and repulsive force around them. Thus, gradually forming a near best solution of logical coupling graph. The coupling values are measured by mining the association rule from changes history. A software development project sometimes can be very active, updates happen within minutes. Sometimes it becomes slow with weekly or even monthly updates. Time-based weighted analysis method was used to accommodate these time sensitive situations. A co-change in a short duration will be weighted more than co-changes that happen in longer duration.","","source code visualization, program comprehension, logical coupling, particle swarm optimization, association mining","",""
7,"","MI201860","Mi, Qing; Keung, Jacky; Xiao, Yan; Mensah, Solomon; Gao, Yujin","Improving code readability classification using convolutional neural networks","Information and Software Technology",104,,"","60 - 71",2018,"","","http://www.sciencedirect.com/science/article/pii/S0950584918301496","","","","","","","","","","","","","Context
 Code readability classification (which refers to classification of a piece of source code as either readable or unreadable) has attracted increasing concern in academia and industry. To construct accurate classification models, previous studies depended mainly upon handcrafted features. However, the manual feature engineering process is usually labor-intensive and can capture only partial information about the source code, which is likely to limit the model performance.
 Objective
 To improve code readability classification, we propose the use of Convolutional Neural Networks (ConvNets).
 Method
 We first introduce a representation strategy (with different granularities) to transform source codes into integer matrices as the input to ConvNets. We then propose DeepCRM, a deep learning-based model for code readability classification. DeepCRM consists of three separate ConvNets with identical architectures that are trained on data preprocessed in different ways. We evaluate our approach against five state-of-the-art code readability models.
 Results
 The experimental results show that DeepCRM can outperform previous approaches. The improvement in accuracy ranges from 2.4% to 17.2%.
 Conclusions
 By eliminating the need for manual feature engineering, DeepCRM provides a relatively improved performance, confirming the efficacy of deep learning techniques in the task of code readability classification.","","Code readability, Convolutional Neural Network, Deep learning, Program comprehension, Empirical software engineering, Open source software","",""
7,"","CAI201862","Cai, Ruizhe; Ren, Ao; Soundarajan, Sucheta; Wang, Yanzhi","A low-computation-complexity, energy-efficient, and high-performance linear program solver based on primal–dual interior point method using memristor crossbars","Nano Communication Networks",18,,"","62 - 71",2018,"","","http://www.sciencedirect.com/science/article/pii/S1878778917301394","","","","","","","","","","","","","Linear programming is required in a wide variety of application including routing, scheduling, and various optimization problems. The primal–dual interior point (PDIP) method is state-of-the-art algorithm for solving linear programs, and can be decomposed to matrix–vector multiplication and solving systems of linear equations, both of which can be conducted by the emerging memristor crossbar technique in O(1) time complexity in the analog domain. This work is the first to apply memristor crossbar for linear program solving based on the PDIP method, which has been reformulated for memristor crossbars to compute in the analog domain. The proposed linear program solver can overcome limitations of memristor crossbars such as supporting only non-negative coefficients, and has been extended for higher scalability. The proposed solver is iterative and achieves O(N) computation complexity in each iteration. Experimental results demonstrate that reliable performance with high accuracy can be achieved under process variations.","","Memristor, Memristor crossbar, Linear programming, Primal–dual interior point method","",""
7,"","TOREZZAN2016643","Torezzan, Cristiano; Panek, Luciano; Firer, Marcelo","A low complexity coding and decoding strategy for the quadratic Gaussian CEO problem","Journal of the Franklin Institute",353,3,"","643 - 656",2016,"","","http://www.sciencedirect.com/science/article/pii/S0016003215004548","","","","","","","","","","","","","We consider the quadratic Gaussian CEO problem, where the goal is to estimate a measure based on several Gaussian noisy observations which must be encoded and sent to a centralized receiver using limited transmission rate. For real applications, besides minimizing the average distortion, given the transmission rate, it is important to take into account memory and processing constraints. Considering these motivations, we present a low complexity coding and decoding strategy, which exploits the correlation between the measurements to reduce the number of bits to be transmitted by refining the output of the quantization stage. The CEO makes an estimate using a decoder based on a process similar to majority voting. We derive explicit expression for the CEO׳s error probability and compare numerical simulations with known achievability results and bounds.","","","",""
7,"","BLONDINMASSE20116455","Massé, A. Blondin; Brlek, S.; Labbé, S.; Vuillon, L.","Palindromic complexity of codings of rotations","Theoretical Computer Science",412,46,"","6455 - 6463",2011,"","","http://www.sciencedirect.com/science/article/pii/S0304397511006682","","","","","","","","","","","","","We study the palindromic complexity of infinite words obtained by coding rotations on partitions of the unit circle by inspecting the return words. The main result is that every coding of rotations on two intervals is full, that is, it realizes the maximal palindromic complexity. As a byproduct, a slight improvement about return words in codings of rotations is obtained: every factor of a coding of rotations on two intervals has at most 4 complete return words, where the bound is realized only for a finite number of factors. We also provide a combinatorial proof for the special case of complementary-symmetric Rote sequences by considering both palindromes and antipalindromes occurring in it.","","Codings of rotations, Sturmian, Rote, Return words, Full words","",""
7,"","PAN201671","Pan, Xiaolong; Liu, Bo; Zheng, Jianglong; Tian, Qinghua","Low complexity Reed–Solomon-based low-density parity-check design for software defined optical transmission system based on adaptive puncturing decoding algorithm","Optics Communications",372,,"","71 - 75",2016,"","","http://www.sciencedirect.com/science/article/pii/S0030401816302577","","","","","","","","","","","","","We propose and demonstrate a low complexity Reed–Solomon-based low-density parity-check (RS-LDPC) code with adaptive puncturing decoding algorithm for elastic optical transmission system. Partial received codes and the relevant column in parity-check matrix can be punctured to reduce the calculation complexity by adaptive parity-check matrix during decoding process. The results show that the complexity of the proposed decoding algorithm is reduced by 30% compared with the regular RS-LDPC system. The optimized code rate of the RS-LDPC code can be obtained after five times iteration.","","Adaptive decoding algorithm, RS-LDPC codes, Low complexity, Optical transmission system","",""
7,"","SHARMA2012716","Sharma, Ashish; Kushwaha, Dharmender Singh","Estimation of Software Development Effort from Requirements Based Complexity","Procedia Technology",4,,"","716 - 722",2012,"","2nd International Conference on Computer, Communication, Control and Information Technology( C3IT-2012) on February 25 - 26, 2012","http://www.sciencedirect.com/science/article/pii/S2212017312003957","","","","","","","","","","","","","Software development effort estimation deals with predicting the effort required to develop quality software. The efficient software development requires accurate estimates, because inappropriate estimates causes’ trouble during the implementation of software processes. Hence, this paper aims to propose a measure for the estimation of software development effort (SDE) on the basis of requirement based complexity of yet to be developed software. The requirement based complexity has its basis on software requirements specification (SRS) of the proposed software, in order to carry out a systematic and accurate estimation of SDE. For validation purpose, the proposed SDE measure is also categorically compared with various other established SDE estimation practices proposed in the past like algorithmic models, function point count, use case point and lines of code (LOC). The result obtained validates the claim that the proposed SDE measure is systematic, comprehensive one and compares well with other prevalent SDE measures. Hence, it is even more useful because the complexity and SDE estimates are obtained at very early stage of software development life cycle (SDLC) as compared to other software development effort practices proposed in the past.","","Improved requirement based complexity, Requirement based development effort function point, IEEE-830:1998, Requirement based development effort, Software Requirement Specification (SRS)","",""
7,"","KURMYSHEV2011718","Kurmyshev, E. V.; Guillen-Bonilla, J. T.","Complexity reduced coding of binary pattern units in image classification","Optics and Lasers in Engineering",49,6,"","718 - 722",2011,"","Research in Optics and Photonics at CIO, Mexico","http://www.sciencedirect.com/science/article/pii/S0143816610002952","","","","","","","","","","","","","The ability to simulate and control complex physical situations in real time is an important element of many engineering and robotics applications, including pattern recognition and image classification. One of the ways to meet specific requirements of a process is a reduction of computational complexity of algorithms. In this work we propose a new coding of binary pattern units (BPU) that reduces the time and spatial complexity of algorithms of image classification significantly. We apply this coding to a particular but important case of the coordinated clusters representation (CCR) of images. This algorithm reduces the dimension of the CCR feature space and, as a consequence, the time and space complexity of the CCR based methods of image classification, exponentially. In addition, the new coding preserves all the fundamental properties of the CCR that are successfully used in the recognition, classification and segmentation of texture images. The same approach to the coding of BPUs can be used in the Local Binary Pattern (LBP) method. In order to evaluate the reduction of time and space complexity, we did an experiment on multiclass classification of images using the “traditional” and the new coding of the CCR. This test showed very effective reduction of the computing time and required computer memory with the use of the new coding of BPUs of the CCR, retaining 100% or a little less efficiency of classification at the time.","","Computational complexity, Pattern recognition, Classification of images, Fast coordinated clusters representation","",""
7,"","ZARNOWIECKI201872","Zarnowiecki, Dorota; Nguyen, Ha; Hampton, Catherine; Boffa, John; Segal, Leonie","The Australian Nurse-Family Partnership Program for aboriginal mothers and babies: Describing client complexity and implications for program delivery","Midwifery",65,,"","72 - 81",2018,"","","http://www.sciencedirect.com/science/article/pii/S0266613818301906","","","","","","","","","","","","","Context
 The Australian Nurse-Family Partnership Program is a home visiting program for Aboriginal mothers and infants (pregnancy to child's second birthday) adapted from the US Nurse Family Partnership program. It aims to improve outcomes for Australian Aboriginal mothers and babies, and disrupt intergenerational cycles of poor health and social and economic disadvantage. The aim of this study was to describe the complexity of Program clients in the Central Australian family partnership program, understand how client complexity affects program delivery and the implications for desirable program modification.
 Methods
 Australian Nurse-Family Partnership Program data collected using standardised data forms by nurses during pregnancy home visits (n = 276 clients from 2009 to 2015) were used to describe client complexity and adversity in relation to demographic and economic characteristics, mental health and personal safety. Semi-structured interviews with 11 Australian Nurse-Family Partnership Program staff and key stakeholders explored in more depth the nature of client adversity and how this affected Program delivery.
 Findings
 Most clients were described as “complicated” being exposed to extreme poverty (66% on welfare), living with insecure housing, many experiencing domestic violence (almost one third experiencing 2 + episodes of violence in 12 months). Sixty-six percent of clients had experienced four or more adversities. These adversities were found challenging for Program delivery. For example, housing conditions mean that around half of all ‘home visits’ could not be conducted in the home (held instead in staff cars or community locations) and together with exposure to violence undermined client capacity to translate program learnings into action. Crises with the basics of living regularly intruded into the delivery of program content, and low client literacy meant written hand-outs were unhelpful for many, requiring the development of pictorial-based program materials. Adversity increased the time needed to deliver program content.
 Conclusions
 Modifications to the Australian Nurse-Family Partnership Program model to reflect the specific complexities and adversities faced by the client populations is important for effective service delivery and to maximise the chance of meeting program goals of improving the health and well-being of Australian Aboriginal mothers and their infants.","","Nurse home visiting, Nurse-Family Partnership, Aboriginal health, Maternal child health service","",""
7,"","HAINRY201878","Hainry, Emmanuel; Péchoux, Romain","A type-based complexity analysis of Object Oriented programs","Information and Computation",261,,"","78 - 115",2018,"","Developments in Implicit Computational Complexity (DICE) 2014 and 2015","http://www.sciencedirect.com/science/article/pii/S0890540118300786","","","","","","","","","","","","","A type system is introduced for a generic Object Oriented programming language in order to infer resource upper bounds. A sound and complete characterization of the set of polynomial time computable functions is obtained. As a consequence, the heap-space and the stack-space requirements of typed programs are also bounded polynomially. This type system is inspired by previous works on Implicit Computational Complexity, using tiering and non-interference techniques. The presented methodology has several advantages. First, it provides explicit big O polynomial upper bounds to the programmer, hence its use could allow the programmer to avoid memory errors. Second, type checking is decidable in polynomial time. Last, it has a good expressivity since it analyzes most object oriented features like inheritance, overload, override and recursion. Moreover it can deal with loops guarded by objects and can also be extended to statements that alter the control flow like break or return.","","Object Oriented Program, Type system, Complexity, Polynomial time","",""
